probe_mode,system,dataset,example_id,question,selected_subset,original_prompt_passage_count,probe_prompt_passage_count,added_distractor_count,original_hit_top3,expected_passage_count,distractor_parent_passage_id,distractor_title,distractor_source_example_id,distractor_source_list,distractor_score,distractor_text,distractor_in_expected_set,distractor_already_in_top3,same_title_as_top1,same_source_example_as_query,competing_distractor_proxy,output_metric_delta_available,unsupported_non_abstained_delta,answer_coverage_delta,scope_note
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00020,Who is the chief minister of m. p?,asqa_dev_eval_200_first40,3,4,1,true,6,asqa_passage_003425_892ede00a72f,Nandala Mafabi,asqa_train_01953,raw_dense_candidates,0.671875,"Nandala Mafabi. From May 2011 until January 2014, he was the leader of the opposition in the parliament.[2]",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00020,Who is the chief minister of m. p?,asqa_dev_eval_200_first40,3,4,1,true,6,asqa_passage_003425_892ede00a72f,Nandala Mafabi,asqa_train_01953,raw_dense_candidates,0.671875,"Nandala Mafabi. From May 2011 until January 2014, he was the leader of the opposition in the parliament.[2]",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00021,Who sings the song for stuck in the middle?,asqa_dev_eval_200_first40,3,4,1,true,3,asqa_passage_008162_f0f5cf5b18d3,Keep Your Head Up (Ben Howard song),asqa_dev_00147,raw_dense_candidates,0.593404,"Keep Your Head Up (Ben Howard song). ""Keep Your Head Up"" is a song by British singer-songwriter Ben Howard from his debut studio album ""Every Kingdom"".",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00021,Who sings the song for stuck in the middle?,asqa_dev_eval_200_first40,3,4,1,true,3,asqa_passage_008162_f0f5cf5b18d3,Keep Your Head Up (Ben Howard song),asqa_dev_00147,raw_dense_candidates,0.593404,"Keep Your Head Up (Ben Howard song). ""Keep Your Head Up"" is a song by British singer-songwriter Ben Howard from his debut studio album ""Every Kingdom"".",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00021,Who sings the song for stuck in the middle?,asqa_dev_eval_200_first40,3,4,1,true,3,asqa_passage_008162_f0f5cf5b18d3,Keep Your Head Up (Ben Howard song),asqa_dev_00147,raw_dense_candidates,0.593404,"Keep Your Head Up (Ben Howard song). ""Keep Your Head Up"" is a song by British singer-songwriter Ben Howard from his debut studio album ""Every Kingdom"".",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00027,Who wrote the book of 1 and 2 thessalonians?,asqa_dev_eval_200_first40,3,4,1,true,2,asqa_passage_001788_b0b525bfc282,The Destruction of Sennacherib,asqa_train_01006,raw_dense_candidates,0.583006,"The Destruction of Sennacherib. ""The Destruction of Sennacherib"" is a poem by Lord Byron first published in 1815 in his Hebrew Melodies (in which it was titled The Destruction of Semnacherib). The poem is based on the biblical account of the historical Assy...",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00027,Who wrote the book of 1 and 2 thessalonians?,asqa_dev_eval_200_first40,3,4,1,true,2,asqa_passage_001788_b0b525bfc282,The Destruction of Sennacherib,asqa_train_01006,raw_dense_candidates,0.583006,"The Destruction of Sennacherib. ""The Destruction of Sennacherib"" is a poem by Lord Byron first published in 1815 in his Hebrew Melodies (in which it was titled The Destruction of Semnacherib). The poem is based on the biblical account of the historical Assy...",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00027,Who wrote the book of 1 and 2 thessalonians?,asqa_dev_eval_200_first40,3,4,1,true,2,asqa_passage_001788_b0b525bfc282,The Destruction of Sennacherib,asqa_train_01006,raw_dense_candidates,0.583006,"The Destruction of Sennacherib. ""The Destruction of Sennacherib"" is a poem by Lord Byron first published in 1815 in his Hebrew Melodies (in which it was titled The Destruction of Semnacherib). The poem is based on the biblical account of the historical Assy...",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00029,How many medals did australia win in the 2000 olympics?,asqa_dev_eval_200_first40,3,4,1,true,2,asqa_passage_005307_1f2d1f8c80e4,Nigeria at the Olympics List of medalists,asqa_train_02993,raw_dense_candidates,0.691769,Nigeria at the Olympics List of medalists. Gold Nduka Awazie Fidelis Gadzama Clement Chukwu Jude Monye Sunday Bada Enefiok Udo-Obong Australia 2000 Sydney Athletics pictogram.svg Athletics Men's 4×400 metre relay.,false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00029,How many medals did australia win in the 2000 olympics?,asqa_dev_eval_200_first40,3,4,1,true,2,asqa_passage_005307_1f2d1f8c80e4,Nigeria at the Olympics List of medalists,asqa_train_02993,raw_dense_candidates,0.691769,Nigeria at the Olympics List of medalists. Gold Nduka Awazie Fidelis Gadzama Clement Chukwu Jude Monye Sunday Bada Enefiok Udo-Obong Australia 2000 Sydney Athletics pictogram.svg Athletics Men's 4×400 metre relay.,false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00029,How many medals did australia win in the 2000 olympics?,asqa_dev_eval_200_first40,3,4,1,true,2,asqa_passage_005307_1f2d1f8c80e4,Nigeria at the Olympics List of medalists,asqa_train_02993,raw_dense_candidates,0.691769,Nigeria at the Olympics List of medalists. Gold Nduka Awazie Fidelis Gadzama Clement Chukwu Jude Monye Sunday Bada Enefiok Udo-Obong Australia 2000 Sydney Athletics pictogram.svg Athletics Men's 4×400 metre relay.,false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00030,Who is elected as the vice president of india?,asqa_dev_eval_200_first40,3,4,1,true,8,asqa_passage_003540_f88dbf04688b,Venkaiah Naidu,asqa_train_02016,raw_dense_candidates,0.777790,"Venkaiah Naidu. Muppavarapu Venkaiah Naidu (born 1 July 1949) is an Indian politician serving as the 13th and current Vice President of India[1][2] and the Chairman of the Rajya Sabha, in office since 11 August 2017.",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00030,Who is elected as the vice president of india?,asqa_dev_eval_200_first40,3,4,1,true,8,asqa_passage_003540_f88dbf04688b,Venkaiah Naidu,asqa_train_02016,raw_dense_candidates,0.777790,"Venkaiah Naidu. Muppavarapu Venkaiah Naidu (born 1 July 1949) is an Indian politician serving as the 13th and current Vice President of India[1][2] and the Chairman of the Rajya Sabha, in office since 11 August 2017.",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00030,Who is elected as the vice president of india?,asqa_dev_eval_200_first40,3,4,1,true,8,asqa_passage_003540_f88dbf04688b,Venkaiah Naidu,asqa_train_02016,raw_dense_candidates,0.777790,"Venkaiah Naidu. Muppavarapu Venkaiah Naidu (born 1 July 1949) is an Indian politician serving as the 13th and current Vice President of India[1][2] and the Chairman of the Rajya Sabha, in office since 11 August 2017.",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00033,Who beat villanova last year in the ncaa tournament?,asqa_dev_eval_200_first40,3,4,1,true,6,asqa_passage_007448_474511f8cf99,Villanova Wildcats men's basketball,asqa_train_04198,raw_dense_candidates,0.799209,"Villanova Wildcats men's basketball. The Wildcats have won the National Championship three times: 1985, 2016, and 2018.",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00033,Who beat villanova last year in the ncaa tournament?,asqa_dev_eval_200_first40,3,4,1,true,6,asqa_passage_007448_474511f8cf99,Villanova Wildcats men's basketball,asqa_train_04198,raw_dense_candidates,0.799209,"Villanova Wildcats men's basketball. The Wildcats have won the National Championship three times: 1985, 2016, and 2018.",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00033,Who beat villanova last year in the ncaa tournament?,asqa_dev_eval_200_first40,3,4,1,true,6,asqa_passage_007448_474511f8cf99,Villanova Wildcats men's basketball,asqa_train_04198,raw_dense_candidates,0.799209,"Villanova Wildcats men's basketball. The Wildcats have won the National Championship three times: 1985, 2016, and 2018.",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00038,Who's the highest paid nba player 2017?,asqa_dev_eval_200_first40,3,4,1,true,8,asqa_passage_000193_d3e63f93d2a1,,asqa_train_00092,raw_dense_candidates,0.754831,"Stephen Curry became the first player to eclipse $40 million per year when he signed a record 5-year contract worth $201 million in 2017, starting with $34,682,550 in the 2017-18 season and ending with the largest earnings in the 2021-22 season with a recor...",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00038,Who's the highest paid nba player 2017?,asqa_dev_eval_200_first40,3,4,1,true,8,asqa_passage_000193_d3e63f93d2a1,,asqa_train_00092,raw_dense_candidates,0.754831,"Stephen Curry became the first player to eclipse $40 million per year when he signed a record 5-year contract worth $201 million in 2017, starting with $34,682,550 in the 2017-18 season and ending with the largest earnings in the 2021-22 season with a recor...",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00038,Who's the highest paid nba player 2017?,asqa_dev_eval_200_first40,3,4,1,true,8,asqa_passage_000193_d3e63f93d2a1,,asqa_train_00092,raw_dense_candidates,0.754831,"Stephen Curry became the first player to eclipse $40 million per year when he signed a record 5-year contract worth $201 million in 2017, starting with $34,682,550 in the 2017-18 season and ending with the largest earnings in the 2021-22 season with a recor...",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00046,The repetition of phrases or sentences with similar structures or meanings is called?,asqa_dev_eval_200_first40,3,4,1,false,0,asqa_passage_009655_6bcb99dfa72e,Anagram,asqa_dev_00676,raw_dense_candidates,0.642149,"Anagram. An anagram is a word or phrase formed by rearranging the letters of a different word or phrase, typically using all the original letters exactly once.[1]",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00046,The repetition of phrases or sentences with similar structures or meanings is called?,asqa_dev_eval_200_first40,3,4,1,false,0,asqa_passage_009655_6bcb99dfa72e,Anagram,asqa_dev_00676,raw_dense_candidates,0.642149,"Anagram. An anagram is a word or phrase formed by rearranging the letters of a different word or phrase, typically using all the original letters exactly once.[1]",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00046,The repetition of phrases or sentences with similar structures or meanings is called?,asqa_dev_eval_200_first40,3,4,1,false,0,asqa_passage_009655_6bcb99dfa72e,Anagram,asqa_dev_00676,raw_dense_candidates,0.642149,"Anagram. An anagram is a word or phrase formed by rearranging the letters of a different word or phrase, typically using all the original letters exactly once.[1]",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00052,When does last chance u season 3 take place?,asqa_dev_eval_200_first40,3,4,1,true,2,asqa_passage_005879_f16886a801f5,Andi Mack,asqa_train_03299,raw_dense_candidates,0.656213,"Andi Mack. On April 24, 2019, it was announced that Andi Mack would end after its third season and the series finale would premiere on July 26, 2019.",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00052,When does last chance u season 3 take place?,asqa_dev_eval_200_first40,3,4,1,true,2,asqa_passage_005879_f16886a801f5,Andi Mack,asqa_train_03299,raw_dense_candidates,0.656213,"Andi Mack. On April 24, 2019, it was announced that Andi Mack would end after its third season and the series finale would premiere on July 26, 2019.",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00052,When does last chance u season 3 take place?,asqa_dev_eval_200_first40,3,4,1,true,2,asqa_passage_005879_f16886a801f5,Andi Mack,asqa_train_03299,raw_dense_candidates,0.656213,"Andi Mack. On April 24, 2019, it was announced that Andi Mack would end after its third season and the series finale would premiere on July 26, 2019.",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00054,What do you use to test for lipids?,asqa_dev_eval_200_first40,3,4,1,false,0,asqa_passage_008922_bfe4f7d7d296,Digestive enzyme,asqa_dev_00407,raw_dense_candidates,0.608541,Digestive enzyme. Digestive enzymes are classified based on their target substrates: Lipases split fatty acids off of fats and oils.,false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00054,What do you use to test for lipids?,asqa_dev_eval_200_first40,3,4,1,false,0,asqa_passage_008922_bfe4f7d7d296,Digestive enzyme,asqa_dev_00407,raw_dense_candidates,0.608541,Digestive enzyme. Digestive enzymes are classified based on their target substrates: Lipases split fatty acids off of fats and oils.,false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00054,What do you use to test for lipids?,asqa_dev_eval_200_first40,3,4,1,false,0,asqa_passage_008922_bfe4f7d7d296,Digestive enzyme,asqa_dev_00407,raw_dense_candidates,0.608541,Digestive enzyme. Digestive enzymes are classified based on their target substrates: Lipases split fatty acids off of fats and oils.,false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00056,Who sang to the window to the wall?,asqa_dev_eval_200_first40,3,4,1,false,3,asqa_passage_006850_1c0ee3616df2,Walk the Line,asqa_train_03866,raw_dense_candidates,0.615170,"Walk the Line. Wind-up Records released the soundtrack in November 2005. It featured nine songs performed by Joaquin Phoenix, four songs by Reese Witherspoon, two songs by Tyler Hilton, and one song each by Waylon Payne, Johnathan Rice, and Shooter Jennings...",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00056,Who sang to the window to the wall?,asqa_dev_eval_200_first40,3,4,1,false,3,asqa_passage_006850_1c0ee3616df2,Walk the Line,asqa_train_03866,raw_dense_candidates,0.615170,"Walk the Line. Wind-up Records released the soundtrack in November 2005. It featured nine songs performed by Joaquin Phoenix, four songs by Reese Witherspoon, two songs by Tyler Hilton, and one song each by Waylon Payne, Johnathan Rice, and Shooter Jennings...",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00056,Who sang to the window to the wall?,asqa_dev_eval_200_first40,3,4,1,false,3,asqa_passage_006850_1c0ee3616df2,Walk the Line,asqa_train_03866,raw_dense_candidates,0.615170,"Walk the Line. Wind-up Records released the soundtrack in November 2005. It featured nine songs performed by Joaquin Phoenix, four songs by Reese Witherspoon, two songs by Tyler Hilton, and one song each by Waylon Payne, Johnathan Rice, and Shooter Jennings...",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00064,Who wrote brown eyes by destiny's child?,asqa_dev_eval_200_first40,3,4,1,true,7,asqa_passage_000504_d65589b3269a,Say My Name,asqa_train_00300,raw_dense_candidates,0.606081,"Say My Name. ""Say My Name"" is a song recorded by American girl group Destiny's Child, released on November 7, 1999, through Columbia Records as the third single from their second studio album, The Writing's on the Wall (1999).",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00064,Who wrote brown eyes by destiny's child?,asqa_dev_eval_200_first40,3,4,1,true,7,asqa_passage_000504_d65589b3269a,Say My Name,asqa_train_00300,raw_dense_candidates,0.606081,"Say My Name. ""Say My Name"" is a song recorded by American girl group Destiny's Child, released on November 7, 1999, through Columbia Records as the third single from their second studio album, The Writing's on the Wall (1999).",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00064,Who wrote brown eyes by destiny's child?,asqa_dev_eval_200_first40,3,4,1,true,7,asqa_passage_000504_d65589b3269a,Say My Name,asqa_train_00300,raw_dense_candidates,0.606081,"Say My Name. ""Say My Name"" is a song recorded by American girl group Destiny's Child, released on November 7, 1999, through Columbia Records as the third single from their second studio album, The Writing's on the Wall (1999).",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00069,Who owns green and black's organic chocolate?,asqa_dev_eval_200_first40,3,4,1,true,4,asqa_passage_003153_014f679d68bc,L&M,asqa_train_01823,raw_dense_candidates,0.604036,"L&M. L&M is an American brand of cigarettes, currently owned and manufactured by Altria and Philip Morris International.",false,false,false,false,false,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00069,Who owns green and black's organic chocolate?,asqa_dev_eval_200_first40,3,4,1,true,4,asqa_passage_003153_014f679d68bc,L&M,asqa_train_01823,raw_dense_candidates,0.604036,"L&M. L&M is an American brand of cigarettes, currently owned and manufactured by Altria and Philip Morris International.",false,false,false,false,false,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00069,Who owns green and black's organic chocolate?,asqa_dev_eval_200_first40,3,4,1,true,4,asqa_passage_003153_014f679d68bc,L&M,asqa_train_01823,raw_dense_candidates,0.604036,"L&M. L&M is an American brand of cigarettes, currently owned and manufactured by Altria and Philip Morris International.",false,false,false,false,false,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00081,What material is captain america's shield made out of?,asqa_dev_eval_200_first40,3,4,1,false,0,asqa_passage_006862_1aed705c7f06,Captain America: The First Avenger,asqa_train_03870,raw_dense_candidates,0.635046,"Captain America: The First Avenger. During World War II, Steve Rogers, a frail man, is transformed into the super-soldier Captain America and must stop the Red Skull from using the Tesseract as an energy source for world domination.",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00081,What material is captain america's shield made out of?,asqa_dev_eval_200_first40,3,4,1,false,0,asqa_passage_006862_1aed705c7f06,Captain America: The First Avenger,asqa_train_03870,raw_dense_candidates,0.635046,"Captain America: The First Avenger. During World War II, Steve Rogers, a frail man, is transformed into the super-soldier Captain America and must stop the Red Skull from using the Tesseract as an energy source for world domination.",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
